,LDM Object,Field,Field Type,Field Type Refer To,Field Type Details,Overwrites,Default Value,Avaloq Path,Field Description,Internal ID,User ID,Refers to,Cardinality,Mandatory,Group ID
3335,Contact,Nationality name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.person_det.country_nati.name,Name,person_natural$country_nati_name,COUNTRY_NATI_NAME,,1,-,
3336,Contact,Is a Terms & Conditions Approver,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,form_btfg$custr.bp#person#is_tnc_aprver,,person_natural$is_tnc_aprver,IS_TNC_APRVER,,1,-,
3337,Contact,Has person a para planner job,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_prplnr_job,,person$has_prplnr_profile,HAS_PRPLNR_PROFILE,,1,-,
3338,Contact,Is a Primary Contact,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,form_btfg$custr.bp#person#is_pri_ctact,,person_natural$is_pri_ctact,IS_PRI_CTACT,,1,-,
3339,Contact,Artist Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#artist_name,,person_natural$artist_name,ARTIST_NAME,,1,-,
3340,Contact,Person has TFN,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_tfn,,person$has_tfn,HAS_TFN,,1,-,
3341,Contact,Age,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_person.person#age,,person_natural$age,AGE,,1,-,
3342,Contact,Death Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_person.person#death_date,,person_natural$death_date,DEATH_DATE,,1,-,
3343,Contact,Withholding Tax Exemption ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#wtax_exempt,,person$wtax_exempt,WTAX_EXEMPT_ID,code_au_tax_person_wtax_exmp,1,-,
3344,Contact,Is Person a Panorama Registered User,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_panorama_reg,,person_natural$is_reg,IS_REG,,1,-,
3345,Contact,Gender ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#gender_id,,person_natural$gender,GENDER_ID,code_gender,1,-,
3346,Contact,Gender Name,Avaloq Code Table,to be written,,,,btfg$obj_person.person#gender,,person_natural$gender_name,GENDER_NAME,code_gender,1,-,
3347,Contact,Withholding Tax Exemption Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.wtax_exempt.name,,person$wtax_exempt_name,WTAX_EXEMPT_NAME,,1,-,
3348,Contact,Profession,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#profession,,person_natural$profession,PROFESSION,,1,-,
3349,Contact,Title,Avaloq Code Table,to be written,,,,btfg$obj_person.person#ttl_id,,person_natural$ttl,TTL_ID,code_title,1,-,
3350,Contact,Title Name,Avaloq Code Table,to be written,,,,btfg$obj_person.person#ttl,,person_natural$ttl_name,TTL_NAME,code_title,1,-,
3351,Contact,SAFI Device,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#safi_device,,person$safi_device,SAFI_DEVICE,,1,-,
3352,Contact,Is Member,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_mbr,,person$is_mbr,IS_MBR,,1,-,
3353,Contact,Is Sharehold,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_sharehld,,person$is_sharehld,IS_SHAREHLD,,1,-,
3354,Contact,Is Beneficiary,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_benef,,person$is_benef,IS_BENEF,,1,-,
3355,Contact,IDV Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person.person#idv_status_id,,person$idv_status,IDV_STATUS_ID,,1,-,
3356,Contact,IDV Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$idv_status.name,,person$idv_status_name,IDV_STATUS_NAME,,1,-,
3357,Contact,AML Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person.person#aml_status_id,,person$aml_status,AML_STATUS_ID,,1,-,
3358,Contact,AML Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$aml_status.name,,person$aml_status_name,AML_STATUS_NAME,,1,-,
3359,Contact,CIS Identifier,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$person_cis_id,CIS Identifier,person$cis,CIS,,1,-,
3360,Contact,Tax File Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#tfn,,person$tfn,TFN,,1,-,
3361,Contact,Country Tax ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_person.person#tax_country,,person$country_tax,COUNTRY_TAX_ID,country,1,+,
3362,Contact,Country Tax Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_country.name,Name,person$country_tax_name,COUNTRY_TAX_NAME,,1,-,
3363,Contact,Document List,Avaloq Structured Addition,to_be_found_out,,,,obj_person.extn.btfg$docm_det,,person$docm_list,DOCM_LIST,,1,+,
3364,Contact,Document Detail,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$docm_det.bp_docm_list,,person$docm_det,DOCM_DET,,n,+,401
3365,Contact,Document ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_id,,person$docm,DOCM_ID,docm,1,+,401
3366,Contact,Document IP Address,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.ip_addr,,person$docm_ip_addr,DOCM_IP_ADDR,,1,-,401
3367,Contact,Document Signature Valid Until,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.expir_date,,person$docm_expir_date,DOCM_EXPIR_DATE,,1,-,401
3368,Contact,Document Issuer,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.issuer,,person$docm_issuer,DOCM_ISSUER,,1,-,401
3369,Contact,Document Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.full_name,,person$docm_full_name,DOCM_FULL_NAME,,1,-,401
3370,Contact,Document Identification Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.id_nr,,person$docm_id_nr,DOCM_ID_NR,,1,-,401
3371,Contact,Document Comment,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.comment,,person$docm_text1,DOCM_TEXT1,,1,-,401
3372,Contact,Document Type ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_type_id,,person$docm_type,DOCM_TYPE_ID,btfg$code_docm_type,1,-,401
3373,Contact,Document Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_type.name,,person$docm_type_name,DOCM_TYPE_NAME,,1,-,401
3374,Contact,Document Accredited English Translation ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.accr_en_trl_id,,person$docm_accr_en_trl,DOCM_ACCR_EN_TRL_ID,btfg$code_accr_en_trl,1,-,401
3375,Contact,Document Accredited English Translation Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.accr_en_trl.name,,person$docm_accr_en_trl_name,DOCM_ACCR_EN_TRL_NAME,,1,-,401
3376,Contact,Document Public Document Type,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.public_docm_type_text,,person$docm_public_docm_type_text,DOCM_PUBLIC_DOCM_TYPE_TEXT,,1,-,401
3377,Contact,Document State ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.state_id,,person$docm_state,DOCM_STATE_ID,code_country_state,1,-,401
3378,Contact,Document State Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.state.name,,person$docm_state_name,DOCM_STATE_NAME,code_country_state,1,-,401
3379,Contact,Document Country ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.country_id,,person$docm_country,DOCM_COUNTRY_ID,country,1,-,401
3380,Contact,Document Country Name,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.country.name,,person$docm_country_name,DOCM_COUNTRY_NAME,country,1,-,401
3381,Contact,Document User,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.user,,person$docm_user,DOCM_USER,,1,-,401
3382,Contact,Document Signature Date,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.sign_date,,person$docm_sign_date,DOCM_SIGN_DATE,,1,+,401
3383,Contact,Address ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.addr_list.obj_addr_id,Address type,person$addr,ADDR_ID,addr,n,-,
3384,Contact,Australian Tax Person Relevant ID,Avaloq Code Table,to be written,,,,obj_person.au_tax_person.hist.person_relv_id,,person$au_tax_person_relv,AU_TAX_PERSON_RELV_ID,code_au_tax_person_relv,1,-,
3385,Contact,Australian Tax Person Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.person_relv.name,,person$au_tax_person_relv_name,AU_TAX_PERSON_RELV_NAME,,1,-,
3386,Contact,Tax Address 1 ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.au_tax_person.hist.tax_addr_1_id,,person$tax_addr_1,TAX_ADDR_1_ID,addr,1,-,
3387,Contact,Tax Address 1 Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_addr_1.name,Last name,person$tax_addr_1_name,TAX_ADDR_1_NAME,,1,-,
3388,Contact,Tax Address 2 ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.au_tax_person.hist.tax_addr_2_id,,person$tax_addr_2,TAX_ADDR_2_ID,addr,1,-,
3389,Contact,Tax Address 2 Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_addr_2.name,Last name,person$tax_addr_2_name,TAX_ADDR_2_NAME,,1,-,
3390,Contact,Is Beneficial Owner,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_bo,,person$is_bo,IS_BO,,1,-,
3391,Contact,GCM Customer Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_cust_num,,person$gcm_cust_nr,GCM_CUST_NR,,1,-,
3392,Contact,Alternate First Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_first_name,ALT_FIRST_NAME,,n,-,
3393,Contact,Alternate Middle Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_middle_name,ALT_MIDDLE_NAME,,n,-,
3394,Contact,Alternate Last Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_last_name,ALT_LAST_NAME,,n,-,
3395,Contact,Alternate Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_full_name,ALT_FULL_NAME,,n,-,
3396,Contact,Has T&C Document,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_docm_tnc,,person_natural$has_docm_tnc,HAS_DOCM_TNC,,n,+,
3397,Contact,Is Person a WestpacLive Registered User,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_wpl_reg,,person_natural$is_wpl_reg,IS_WPL_REG,,1,-,
3398,Contact,Is SAFI Active,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_safi_active,,person$is_safi_active,IS_SAFI_ACTIVE,,1,-,
3399,Contact,Person Association Role,Avaloq Code Table,to be written,,,,obj_person.person_assoc_list,"List of associated person, current person = person_id, associated person = person_trg_id",person$assoc_roles,ASSOC_ROLES,code_person_assoc_role,n,-,681
3400,Contact,Person Association Role ID,Avaloq Code Table,to be written,,,,obj_person.person_assoc_list.person_assoc_role_id,Person Association Role,person$assoc_role_id,ASSOC_ROLE_ID,code_person_assoc_role,n,-,681
3401,Contact,Person Association Role Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.person_assoc_list.person_assoc_role.name,,person$assoc_role_name,ASSOC_ROLE_NAME,,n,-,681
3402,Contact,Client authority,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det,Details of the beneficial ownership entry,person$auth,AUTH_ROLE,code_auth_role,n,+,683
3403,Contact,Client authority name over its account,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.bp_person_rel_list.auth_det.auth_role.name,,person$auth_role_name,AUTH_ROLE_NAME,,n,-,683
3404,Contact,Client authority id over its account,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det.auth_role_id,Legitimation,person$auth_role,AUTH_ROLE_ID,code_auth_role,n,+,683
3405,Contact,Authorised Transaction,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det,Details of the beneficial ownership entry,person$auth_trx,AUTH_TRX,code_auth_trx_group,n,-,684
3406,Contact,Authorised Transaction Type name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.bp_person_rel_list.auth_det.auth_trx_type.name,,person$auth_trx_type_name,AUTH_TRX_TYPE_NAME,,n,-,684
3407,Contact,Authorised Transaction Type,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det.auth_trx_type_id,Authorised Transaction Type,person$auth_trx_type,AUTH_TRX_TYPE,code_auth_trx_group,n,-,684
3408,Contact,SA TFN Exemption ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#sa_tfn_exempt,,person$sa_tfn_exempt,SA_TFN_EXEMPT_ID,code_au_sa_person_tfn_exempt,1,-,
3411,Account,Product Detail,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$prod_det,,acc$prod_det,PROD_DET,,1,+,
3412,Account,Linked Account,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$linked_acc,,acc$reg_acc,REG_ACC,,1,+,
3413,Account,Registered Payee: Pay Anyone,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$reg_payee,,acc$reg_payee,REG_PAYEE,,1,+,
3414,Account,Registered Payee: BPAY,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$reg_biller,,acc$reg_biller,REG_BILLER,,1,+,
3415,Account,Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_bp.bp#name,,acc$name,NAME,,1,+,
3416,Account,Name Auto,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,+,obj_bp.obj_name.name_a,Name Auto Flag,acc$name_a,NAME_A,,1,+,
3417,Account,BP Numeric Key,Avaloq Code Table,to be written,,,,btfg$obj_bp.bp#bp_nr,,acc$bp_nr,BP_NR,code_obj_key,1,-,
3418,Account,BP Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,obj_bp.extn.btfg$status_id,BP status,acc$acc_status,BP_STATUS_ID,,1,-,
3419,Account,BP Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$status.name,,acc$acc_status_name,BP_STATUS_NAME,,1,-,
3420,Account,Withholding Tax Liable ID,Avaloq Code Table,to be written,,,,btfg$obj_bp.bp#au_tfn_wtax_liab,,acc$wtax_liab,WTAX_LIAB_ID,code_au_tax_bp_wtax_liab,1,-,
3421,Account,Withholding Tax Liable Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.wtax_liab.name,,acc$wtax_liab_name,WTAX_LIAB_NAME,,1,-,
3422,Account,Reporting Currency ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.ref_curry_id,Reference curreny,acc$ref_curry,REF_CURRY_ID,curry,1,+,
3423,Account,Reporting Currency Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.ref_curry.name,Name,acc$ref_curry_name,REF_CURRY_NAME,,1,+,
3424,Account,Account Structure Type ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_bp.bp#custr_acc_struct_type_id,,acc$acc_struct_type,ACC_STRUCT_TYPE_ID,,1,+,
3425,Account,Account Structure Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$custr_acc_struct_type.name,,acc$acc_struct_type_name,ACC_STRUCT_TYPE_NAME,,1,+,
3426,Account,CGT Lot-Keeping Method ID,Avaloq Code Table,to be written,,,,btfg$obj_bp.bp#cgt_method_id,,acc$cgt_lkm_tax,CGT_LKM_TAX_ID,code_au_tax_lkm,1,+,
3427,Account,CGT Lot-Keeping Method Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.lkm.name,,acc$cgt_lkm_tax_name,CGT_LKM_TAX_NAME,,1,+,
3428,Account,Primary Contact ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_bp.bp#pri_ctact_person_id,,acc$pri_ctact,PRI_CTACT_ID,person,1,+,
3429,Account,Primary Contact Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.pri_ctact_person.name,Name,acc$pri_ctact_name,PRI_CTACT_NAME,,1,+,
3430,Account,Adviser Natural Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_bp.bp#avsr_oe_person_id,,acc$avsr_person,AVSR_PERSON_ID,person_natural_imed_avsr,1,+,
3431,Account,Adviser Natural Person Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person(btfg$obj_bp.bp#avsr_oe_person_id).name,Name,acc$avsr_person_name,AVSR_PERSON_NAME,,1,+,
3432,Account,Adviser Person OE ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_bp.bp#avsr_oe_id,,acc$avsr_person_oe,AVSR_PERSON_OE_ID,person_oe,1,+,
3433,Account,Adviser Person OE Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person(btfg$obj_bp.bp#avsr_oe_id).name,Name,acc$avsr_person_oe_name,AVSR_PERSON_OE_NAME,,1,+,
3434,Account,Address ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.obj_addr_list.addr_id,,acc$addr,ADDR_ID,addr,n,+,208
3435,Account,Address ID,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.obj_addr_list.addr.name,Last name,acc$addr_name,ADDR_NAME,,n,+,208
3436,Account,Address Owner ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.obj_addr_list.addr.owner_obj_id,,acc$addr_owner,ADDR_OWNER_ID,person,n,+,208
3437,Account,Address,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.obj_addr_list,"List of obj addr relations (only for Business Partner, Container, Money Account and Collection)",acc$addr_list,ADDR_LIST,addr,n,+,208
3438,Account,Is Main Address,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,obj_bp.obj_addr_list.is_main,,acc$is_main_addr,IS_MAIN_ADDR,,n,-,208
3439,Account,Address Owner Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.obj_addr_list.addr.owner_obj.name,Name,acc$addr_owner_name,ADDR_OWNER_NAME,,n,+,208
3440,Account,Australian Tax BP Relevant ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.bp_relv_id,,acc$au_tax_bp_relv,AU_TAX_BP_RELV_ID,code_au_tax_bp_relv,1,-,
3441,Account,Australian Tax BP Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.bp_relv.name,,acc$au_tax_bp_relv_name,AU_TAX_BP_RELV_NAME,,1,-,
3442,Account,Australian Tax Residence ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.resid_id,,acc$au_tax_resid,AU_TAX_RESID_ID,code_au_tax_bp_resid,1,-,
3443,Account,Australian Tax Residence Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.resid.name,,acc$au_tax_resid_name,AU_TAX_RESID_NAME,,1,-,
3444,Account,Tax Country ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.au_tax_bp.hist.tax_country_id,,acc$tax_country,TAX_COUNTRY_ID,country,1,-,
3445,Account,Tax Country Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.tax_country.name,Name,acc$tax_country_name,TAX_COUNTRY_NAME,,1,-,
3446,Account,Registered for GST ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.reg_gst_id,,acc$reg_gst,REG_GST_ID,code_au_tax_bp_reg_gst,1,-,
3447,Account,Registered for GST Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.reg_gst.name,,acc$reg_gst_name,REG_GST_NAME,,1,-,
3448,Account,Report Relevant ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.rep_relv_id,,acc$rep_relv,REP_RELV_ID,code_au_tax_bp_rep_relv,1,-,
3449,Account,Report Relevant NAME,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.rep_relv.name,,acc$rep_relv_name,REP_RELV_NAME,,1,-,
3450,Account,Tax of Financial Arrangement (TOFA) Relevant ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.tofa_relv_id,,acc$tofa_relv,TOFA_RELV_ID,code_au_tax_bp_tofa_relv,1,-,
3451,Account,Tax of Financial Arrangement (TOFA) Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.tofa_relv.name,,acc$tofa_relv_name,TOFA_RELV_NAME,,1,-,
3452,Account,Discount Factor ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.dscnt_fact_id,,acc$dscnt_fact,DSCNT_FACT_ID,code_au_tax_bp_dscnt_fact,1,-,
3453,Account,Discount Factor Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.dscnt_fact.name,,acc$dscnt_fact_name,DSCNT_FACT_NAME,,1,-,
3454,Account,Superannuation Sub Type ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.sa_sub_type_id,,acc$sa_sub_type,SA_SUB_TYPE_ID,code_au_tax_bp_sa_sub_type,1,-,
3455,Account,Superannuation Sub Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.sa_sub_type.name,,acc$sa_sub_type_name,SA_SUB_TYPE_NAME,,1,-,
3456,Account,Superannuation Pension Type ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.sa_pens_type_id,,acc$sa_pens_type,SA_PENS_TYPE_ID,code_au_tax_bp_sa_pens_type,1,-,
3457,Account,Superannuation Sub Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.sa_pens_type.name,,acc$sa_pens_type_name,SA_PENS_TYPE_NAME,,1,-,
3458,Account,Deceased over Age 60,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,obj_bp.au_tax_bp.hist.sa_decd_over_age_60,,acc$sa_decd_over_age_60,SA_DECD_OVER_AGE_60,,1,-,
3459,Account,Spouse of Deceased,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,obj_bp.au_tax_bp.hist.sa_spouse_of_decd,,acc$sa_spouse_of_decd,SA_SPOUSE_OF_DECD,,1,-,
3460,Account,Superannuation Lump Sum Withholding Tax ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.sa_lmpsm_wtax_id,,acc$sa_lmpsm_wtax,SA_LMPSM_WTAX_ID,code_au_tax_bp_sa_lmpsm_wtax,1,-,
3461,Account,Superannuation Lump Sum Withholding Tax Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.sa_lmpsm_wtax.name,,acc$sa_lmpsm_wtax_name,SA_LMPSM_WTAX_NAME,,1,-,
3462,Account,Superannuation Income Stream Withholding Tax ID,Avaloq Code Table,to be written,,,,obj_bp.au_tax_bp.hist.sa_incst_wtax_id,,acc$sa_incst_wtax,SA_INCST_WTAX_ID,code_au_tax_bp_sa_incst_wtax,1,-,
3463,Account,Superannuation Income Stream Withholding Tax Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.au_tax_bp.hist.sa_incst_wtax.name,,acc$sa_incst_wtax_name,SA_INCST_WTAX_NAME,,1,-,
3464,Account,BP Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_bp.bp#bp_sym,,acc$bp_key,BP_KEY,,1,-,
3465,Account,Is BP open,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_bp.bp#is_opn,,acc$is_opn,IS_OPN,,1,-,
3466,Account,Customer Type ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_bp.bp#custr_type_id,,acc$custr_type,CUSTR_TYPE_ID,,1,+,
3467,Account,Customer Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$custr_type.name,,acc$custr_type_name,CUSTR_TYPE_NAME,,1,+,
3468,Account,BP modification sequence number,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_bp.bp#modi_seq_nr,,acc$bp_modi_seq_nr,BP_MODI_SEQ_NR,,1,+,
3469,Account,Accountant Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_bp.bp#acctnt_oe_person_id,,acc$acctnt_person,ACCTNT_PERSON_ID,person,1,+,
3470,Account,Accountant Person Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person(btfg$obj_bp.bp#acctnt_oe_person_id).name,Name,acc$acctnt_person_name,ACCTNT_PERSON_NAME,,1,+,
3471,Account,Accountant Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_bp.bp#acctnt_oe_person_id,,acc$acctnt_person_oe,ACCTNT_PERSON_OE_ID,person,1,+,
3472,Account,Accountant Person Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person(btfg$obj_bp.bp#acctnt_oe_person_id).name,Name,acc$acctnt_person_oe_name,ACCTNT_PERSON_OE_NAME,,1,+,
3473,Account,Block Detail,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$bp_block_det,,acc$block_det,BLOCK_DET,,1,-,
3474,Account,Responsible Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_bp.bp#dec_est_resp_id,,acc$bp_block_resp,BP_BLOCK_RESP_ID,person,1,-,
