System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description
ABS,LDM,Practice Manager,Alternate Last Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice Manager,Alternate Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice Manager,Has T&C Document,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice Manager,Is Person a WestpacLive Registered User,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice Manager,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice Manager,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,Practice Manager,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice Manager,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice Manager,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice Manager,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice Manager,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice Manager,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice Manager,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice Manager,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice Manager,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Contact,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Contact,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Contact,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Account,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,Contact,Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Contact,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Person Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Person External ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Person modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Contact,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Profile,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Oracle User,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,GCM ID Auto,,,varchar2(1) or boolean,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,First Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Middle Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Last Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Birth Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Contact,Has person an adviser job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Nationality ID,,,Logical Data Model Object,Nationality / (ABS Field Type LDM Object)
ABS,LDM,Contact,Has person an adviser assistant job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Nationality name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Is a Terms & Conditions Approver,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Has person a para planner job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Is a Primary Contact,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Artist Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Person has TFN,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Age,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Contact,Death Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Contact,Withholding Tax Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Is Person a Panorama Registered User,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Gender ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Gender Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Withholding Tax Exemption Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Profession,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Title,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Title Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,SAFI Device,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Is Member,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Is Sharehold,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Is Beneficiary,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,IDV Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Contact,IDV Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,AML Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Contact,AML Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,CIS Identifier,,,varchar2(4000),CIS Identifier / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Tax File Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Country Tax ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Country Tax Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document List,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Contact,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Contact,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Document IP Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Signature Valid Until,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Contact,Document Issuer,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Identification Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Comment,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Document Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Accredited English Translation ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Document Accredited English Translation Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Public Document Type,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document State ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Document State Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Country ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Document Country Name,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Document User,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Document Signature Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Contact,Address ID,,,Logical Data Model Object,Address type / (ABS Field Type LDM Object)
ABS,LDM,Contact,Australian Tax Person Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Australian Tax Person Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Tax Address 1 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Tax Address 1 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Tax Address 2 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Contact,Tax Address 2 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Is Beneficial Owner,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,GCM Customer Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Alternate First Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Alternate Middle Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Alternate Last Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Alternate Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Has T&C Document,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Is Person a WestpacLive Registered User,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Contact,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,Contact,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Contact,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Contact,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Product Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Linked Account,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Registered Payee: Pay Anyone,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Registered Payee: BPAY,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Name Auto,,,varchar2(1) or boolean,Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Account,BP Numeric Key,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,BP Status ID,,,varchar2(2000),BP status / (ABS Field Type Avaloq Class)
ABS,LDM,Account,BP Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Withholding Tax Liable ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Withholding Tax Liable Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Reporting Currency ID,,,Logical Data Model Object,Reference curreny / (ABS Field Type LDM Object)
ABS,LDM,Account,Reporting Currency Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Account Structure Type ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Account,Account Structure Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,CGT Lot-Keeping Method ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,CGT Lot-Keeping Method Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Primary Contact ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Primary Contact Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Adviser Natural Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Adviser Natural Person Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Adviser Person OE ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Adviser Person OE Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Address ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Address ID,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Address Owner ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Address,,,Logical Data Model Object,"List of obj addr relations (only for Business Partner, Container, Money Account and Collection) / (ABS Field Type LDM Object)"
ABS,LDM,Account,Is Main Address,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Account,Address Owner Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Australian Tax BP Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Australian Tax BP Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Australian Tax Residence ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Australian Tax Residence Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Tax Country ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Tax Country Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Registered for GST ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Registered for GST Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Report Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Report Relevant NAME,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Tax of Financial Arrangement (TOFA) Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Tax of Financial Arrangement (TOFA) Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Discount Factor ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Discount Factor Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Superannuation Sub Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Superannuation Sub Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Superannuation Pension Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Superannuation Sub Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Deceased over Age 60,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Account,Spouse of Deceased,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Account,Superannuation Lump Sum Withholding Tax ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Superannuation Lump Sum Withholding Tax Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Superannuation Income Stream Withholding Tax ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Superannuation Income Stream Withholding Tax Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,BP Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Is BP open,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Account,Customer Type ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Account,Customer Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,BP modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Accountant Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Accountant Person Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Accountant Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Accountant Person Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Block Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Responsible Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Responsible Person Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Transaction Limit,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Document Sign Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Account,Document Refer to Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,MP Preference,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Account,Eligible Service Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Account,Superannuation Tax Free component,,,pls_integer or number,Superannuation Tax-Free / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Superannuation Taxable (Taxed) component,,,pls_integer or number,Superannuation Taxable (Taxed) / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Superannuation Preserved,,,pls_integer or number,Superannuation Preserved / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Superannuation Restricted Non-Preserved,,,pls_integer or number,Superannuation Restricted Non-Preserved / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Superannuation Unrestricted Non-Preserved,,,pls_integer or number,Superannuation Unrestricted Non-Preserved / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Pension Commencement Date,,,date,Commencement Date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Account,Pension Purchase Price,,,pls_integer or number,Pension Purchase Price / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Pension Annual Minimum Amount,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Pension Annual Minimum Amount,,,pls_integer or number,Annual Minimum Amount / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Pension Annual Maximum Amount,,,pls_integer or number,Annual Maximum Amount / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Concessional Cap Amount,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Non-Concessional Cap Amount,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Non-Concessional Cap Amount,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Authorities,,,Logical Data Model Object,Returns a list of all bp-person relations having the current business partner as source / (ABS Field Type LDM Object)
ABS,LDM,Account,Authorities ID,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,Account,Authorities Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Authority Transaction Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Authority Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Authority Transaction Type ID,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Authority Role ID,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Container,,,Logical Data Model Object,List of containers. One of the two paramters 'incl_vostri' or 'incl_nostri' must be true to return any container. / (ABS Field Type LDM Object)
ABS,LDM,Account,Container Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Container ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Centrelink Relevant Number,,,pls_integer or number,Relevant Number - CentreLink / (ABS Field Type Avaloq DDIC Number)
ABS,LDM,Account,Pension Eligibility Option ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Pension Condition of Release ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Account,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Account,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Account,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Account,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Address,Address,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Address,Address Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Address,Address Type ID,,,,Address type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Address,Address Medium,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Address,Address Kind ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Address,Address Kind Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Address,Address Medium ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Address,Address Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Address,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Address,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Address,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Address,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Postal Address,Is Mailing Address,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Postal Address,Floor Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Country,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Postal Address,Care of,,,varchar2(4000),Care of / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Street Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Street Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,City,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,State ID_,,,,State / (ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,State Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Is State ID Set Automatically,,,varchar2(1) or boolean,Is state_id set automatically / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Postal Address,State,,,varchar2(4000),State / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Zip,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Unit Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Floor Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Street Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Street Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Building Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,PO Box,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Post Office Box Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Post Office Box Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Modification Sequence Number (Optimistic Locking),,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Postal Address,Unit Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Unit Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Floor Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Is Domicile Address,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Postal Address,Address,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Postal Address,Address Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Address Type ID,,,,Address type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Address Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Address Kind ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Postal Address,Address Medium ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Address Medium,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Postal Address,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Postal Address,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Postal Address,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Postal Address,Address Kind Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Electronical Address,Electronic Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
