,System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description,URL,Document Name,XPATH
9002,ABS,LDM,INVESTMENT MANAGER POSITION,IDV STATUS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9003,ABS,LDM,INVESTMENT MANAGER POSITION,IDV STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9004,ABS,LDM,INVESTMENT MANAGER POSITION,INHERITED FIELDS,,,Attribute,(ABS Field Type Object),,,
9005,ABS,LDM,INVESTMENT MANAGER POSITION,INTERMEDIARY ENTITY TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9006,ABS,LDM,INVESTMENT MANAGER POSITION,INTERMEDIARY ENTITY TYPE NAME,,,Attribute,(ABS Field Type Avaloq Class),,,
9007,ABS,LDM,INVESTMENT MANAGER POSITION,INVESTMENT MANAGER POSITION,,,Object,(ABS Field Type Object),,,
9008,ABS,LDM,INVESTMENT MANAGER POSITION,INVOLVED PARTY TYPE,,,Attribute,(ABS Field Type Avaloq Class),,,
9009,ABS,LDM,INVESTMENT MANAGER POSITION,INVOLVED PARTY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9010,ABS,LDM,INVESTMENT MANAGER POSITION,IS BENEFICIAL OWNER,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9011,ABS,LDM,INVESTMENT MANAGER POSITION,IS BENEFICIARY,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9012,ABS,LDM,INVESTMENT MANAGER POSITION,IS BPAY ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9013,ABS,LDM,INVESTMENT MANAGER POSITION,IS BPAY ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9014,ABS,LDM,INVESTMENT MANAGER POSITION,IS LICENSE ADVICE FEE ACTIVATED,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9015,ABS,LDM,INVESTMENT MANAGER POSITION,IS LINKED ACCOUNTS ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9016,ABS,LDM,INVESTMENT MANAGER POSITION,IS LINKED ACCOUNTS ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9017,ABS,LDM,INVESTMENT MANAGER POSITION,IS MEMBER,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9018,ABS,LDM,INVESTMENT MANAGER POSITION,IS PAY ANYONE ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9019,ABS,LDM,INVESTMENT MANAGER POSITION,IS PAY ANYONE ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9020,ABS,LDM,INVESTMENT MANAGER POSITION,IS PAYABLE PARTY,,,Attribute,(ABS Field Type Avaloq Class),,,
9021,ABS,LDM,INVESTMENT MANAGER POSITION,IS PAYABLE PARTY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9022,ABS,LDM,INVESTMENT MANAGER POSITION,IS SAFI ACTIVE,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9023,ABS,LDM,INVESTMENT MANAGER POSITION,IS SHAREHOLD,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9024,ABS,LDM,INVESTMENT MANAGER POSITION,IS SILO ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9025,ABS,LDM,INVESTMENT MANAGER POSITION,IS SILO NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9026,ABS,LDM,INVESTMENT MANAGER POSITION,JOB ID,,,Attribute,(ABS Field Type LDM Object),,,
9027,ABS,LDM,INVESTMENT MANAGER POSITION,OBJECT ID,,,Attribute,(ABS Field Type LDM Object),,,
9028,ABS,LDM,INVESTMENT MANAGER POSITION,OPEN DATE,,,Attribute,Opening date / (ABS Field Type Avaloq DDIC Date),,,
9029,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY,,,Attribute,(ABS Field Type LDM Object),,,
9030,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY ACTIVE ACCOUNTS,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9031,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY EBI KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9032,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY FUNDS UNDER ADMINISTRATION,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9033,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9034,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9035,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9036,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY OPEN DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9037,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY PARENT EBI KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9038,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY PARENT ID,,,Attribute,(ABS Field Type LDM Object),,,
9039,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY PARENT KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9040,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY PPID KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9041,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY STATUS ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9042,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9043,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9044,ABS,LDM,INVESTMENT MANAGER POSITION,ORGANISATIONAL ENTITY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9045,ABS,LDM,INVESTMENT MANAGER POSITION,OWNER,,,Attribute,(ABS Field Type LDM Object),,,
9046,ABS,LDM,INVESTMENT MANAGER POSITION,OWNER GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9047,ABS,LDM,INVESTMENT MANAGER POSITION,OWNER KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9048,ABS,LDM,INVESTMENT MANAGER POSITION,OWNER NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9049,ABS,LDM,INVESTMENT MANAGER POSITION,OWNER OPEN DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9050,ABS,LDM,INVESTMENT MANAGER POSITION,PARTY CHANNEL ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9051,ABS,LDM,INVESTMENT MANAGER POSITION,PARTY CHANNEL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9052,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON ASSOCIATION ROLE,,,Attribute,List of associated person current person = person_id associated person = person_trg_id / (ABS Field Type Avaloq Code Table),,,
9053,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON ASSOCIATION ROLE ID,,,Attribute,Person Association Role / (ABS Field Type Avaloq Code Table),,,
9054,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON ASSOCIATION ROLE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9055,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON EXTERNAL ID,,,Attribute,(ABS Field Type LDM Object),,,
9056,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON HAS TFN,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9057,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON ID,,,Attribute,(ABS Field Type LDM Object),,,
9058,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9059,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON MODIFICATION SEQUENCE NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9060,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON TYPE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9061,ABS,LDM,INVESTMENT MANAGER POSITION,PERSON TYPE NAME,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9062,ABS,LDM,INVESTMENT MANAGER POSITION,PLANNER ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9063,ABS,LDM,INVESTMENT MANAGER POSITION,SA TFN EXEMPTION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9064,ABS,LDM,INVESTMENT MANAGER POSITION,SAFI DEVICE,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9065,ABS,LDM,INVESTMENT MANAGER POSITION,SALARY ID,,,Attribute,Salary ID / (ABS Field Type Avaloq DDIC Text),,,
9066,ABS,LDM,INVESTMENT MANAGER POSITION,TAX ADDRESS 1 ID,,,Attribute,(ABS Field Type LDM Object),,,
9067,ABS,LDM,INVESTMENT MANAGER POSITION,TAX ADDRESS 1 NAME,,,Attribute,Last name / (ABS Field Type Avaloq DDIC Text),,,
9068,ABS,LDM,INVESTMENT MANAGER POSITION,TAX ADDRESS 2 ID,,,Attribute,(ABS Field Type LDM Object),,,
9069,ABS,LDM,INVESTMENT MANAGER POSITION,TAX ADDRESS 2 NAME,,,Attribute,Last name / (ABS Field Type Avaloq DDIC Text),,,
9070,ABS,LDM,INVESTMENT MANAGER POSITION,TAX FILE NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9071,ABS,LDM,INVESTMENT MANAGER POSITION,WITHHOLDING TAX EXEMPTION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9072,ABS,LDM,INVESTMENT MANAGER POSITION,WITHHOLDING TAX EXEMPTION NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9073,ABS,LDM,INVESTMENT MANAGER POSITION,WOUP,,,Attribute,WOUP / (ABS Field Type Avaloq DDIC Text),,,
9074,ABS,LDM,INVESTMENT MANAGER STRUCTURE,-,,,Attribute,LDM:btfg$code_ldm_obj.person_oe_im,,,
9075,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ACCOUNT,,,Attribute,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object),,,
9076,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ADDRESS ID,,,Attribute,Address type / (ABS Field Type LDM Object),,,
9077,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ALPHA-NUMERIC SORT VALUE,,,Attribute,Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text),,,
9078,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AML STATUS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9079,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AML STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9080,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AUSTRALIAN TAX PERSON RELEVANT ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9081,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AUSTRALIAN TAX PERSON RELEVANT NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9082,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AUTHORISED TRANSACTION,,,Attribute,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table),,,
9083,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AUTHORISED TRANSACTION TYPE,,,Attribute,Authorised Transaction Type / (ABS Field Type Avaloq Code Table),,,
9084,ABS,LDM,INVESTMENT MANAGER STRUCTURE,AUTHORISED TRANSACTION TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9085,ABS,LDM,INVESTMENT MANAGER STRUCTURE,CAN APPROVE OFFLINE,,,Attribute,(ABS Field Type Avaloq Class),,,
9086,ABS,LDM,INVESTMENT MANAGER STRUCTURE,CIS IDENTIFIER,,,Attribute,CIS Identifier / (ABS Field Type Avaloq DDIC Text),,,
9087,ABS,LDM,INVESTMENT MANAGER STRUCTURE,CLIENT AUTHORITY,,,Attribute,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table),,,
9088,ABS,LDM,INVESTMENT MANAGER STRUCTURE,CLIENT AUTHORITY ID OVER ITS ACCOUNT,,,Attribute,Legitimation / (ABS Field Type Avaloq Code Table),,,
9089,ABS,LDM,INVESTMENT MANAGER STRUCTURE,CLIENT AUTHORITY NAME OVER ITS ACCOUNT,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9090,ABS,LDM,INVESTMENT MANAGER STRUCTURE,CLOSE DATE,,,Attribute,Closing date / (ABS Field Type Avaloq DDIC Date),,,
9091,ABS,LDM,INVESTMENT MANAGER STRUCTURE,COUNTRY TAX ID,,,Attribute,(ABS Field Type LDM Object),,,
9092,ABS,LDM,INVESTMENT MANAGER STRUCTURE,COUNTRY TAX NAME,,,Attribute,Name / (ABS Field Type Avaloq DDIC Text),,,
9093,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DIRECT FIELDS,,,Attribute,(ABS Field Type Object),,,
9094,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DISTIBUTION CHANNEL ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9095,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DISTIBUTION CHANNEL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9096,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT ACCREDITED ENGLISH TRANSLATION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9097,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT ACCREDITED ENGLISH TRANSLATION NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9098,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT COMMENT,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9099,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT COUNTRY ID,,,Attribute,(ABS Field Type LDM Object),,,
9100,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT COUNTRY NAME,,,Attribute,(ABS Field Type LDM Object),,,
9101,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT DETAIL,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9102,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT FULL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9103,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT ID,,,Attribute,(ABS Field Type LDM Object),,,
9104,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT IDENTIFICATION NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9105,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT IP ADDRESS,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9106,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT ISSUER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9107,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT LIST,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9108,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT PUBLIC DOCUMENT TYPE,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9109,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT SIGNATURE DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9110,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT SIGNATURE VALID UNTIL,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9111,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT STATE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9112,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT STATE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9113,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT TYPE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9114,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9115,ABS,LDM,INVESTMENT MANAGER STRUCTURE,DOCUMENT USER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9116,ABS,LDM,INVESTMENT MANAGER STRUCTURE,FULL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9117,ABS,LDM,INVESTMENT MANAGER STRUCTURE,FULL NAME AUTO,,,Attribute,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean),,,
9118,ABS,LDM,INVESTMENT MANAGER STRUCTURE,GCM CUSTOMER NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9119,ABS,LDM,INVESTMENT MANAGER STRUCTURE,GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9120,ABS,LDM,INVESTMENT MANAGER STRUCTURE,GCM ID AUTO,,,Attribute,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean),,,
9121,ABS,LDM,INVESTMENT MANAGER STRUCTURE,HAS PERSON A PARA PLANNER JOB,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9122,ABS,LDM,INVESTMENT MANAGER STRUCTURE,HAS PERSON AN ADVISER ASSISTANT JOB,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9123,ABS,LDM,INVESTMENT MANAGER STRUCTURE,HAS PERSON AN ADVISER JOB,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9124,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IDV STATUS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9125,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IDV STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9126,ABS,LDM,INVESTMENT MANAGER STRUCTURE,INHERITED FIELDS,,,Attribute,(ABS Field Type Object),,,
9127,ABS,LDM,INVESTMENT MANAGER STRUCTURE,INTERMEDIARY ENTITY TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9128,ABS,LDM,INVESTMENT MANAGER STRUCTURE,INTERMEDIARY ENTITY TYPE NAME,,,Attribute,(ABS Field Type Avaloq Class),,,
9129,ABS,LDM,INVESTMENT MANAGER STRUCTURE,INVESTMENT MANAGER STRUCTURE,,,Object,(ABS Field Type Object),,,
9130,ABS,LDM,INVESTMENT MANAGER STRUCTURE,INVOLVED PARTY TYPE,,,Attribute,(ABS Field Type Avaloq Class),,,
9131,ABS,LDM,INVESTMENT MANAGER STRUCTURE,INVOLVED PARTY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9132,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS BENEFICIAL OWNER,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9133,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS BENEFICIARY,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9134,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS BPAY ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9135,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS BPAY ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9136,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS LICENSE ADVICE FEE ACTIVATED,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9137,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS LINKED ACCOUNTS ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9138,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS LINKED ACCOUNTS ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9139,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS MEMBER,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9140,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS PAY ANYONE ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9141,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS PAY ANYONE ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9142,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS PAYABLE PARTY,,,Attribute,(ABS Field Type Avaloq Class),,,
9143,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS PAYABLE PARTY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9144,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS SAFI ACTIVE,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9145,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS SHAREHOLD,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9146,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS SILO ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9147,ABS,LDM,INVESTMENT MANAGER STRUCTURE,IS SILO NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9148,ABS,LDM,INVESTMENT MANAGER STRUCTURE,JOB ID,,,Attribute,(ABS Field Type LDM Object),,,
9149,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OBJECT ID,,,Attribute,(ABS Field Type LDM Object),,,
9150,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OPEN DATE,,,Attribute,Opening date / (ABS Field Type Avaloq DDIC Date),,,
9151,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY,,,Attribute,(ABS Field Type LDM Object),,,
9152,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY ACTIVE ACCOUNTS,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9153,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY EBI KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9154,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY FUNDS UNDER ADMINISTRATION,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9155,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9156,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9157,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9158,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY OPEN DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9159,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY PARENT EBI KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9160,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY PARENT ID,,,Attribute,(ABS Field Type LDM Object),,,
9161,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY PARENT KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9162,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY PPID KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9163,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY STATUS ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9164,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9165,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9166,ABS,LDM,INVESTMENT MANAGER STRUCTURE,ORGANISATIONAL ENTITY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9167,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OWNER,,,Attribute,(ABS Field Type LDM Object),,,
9168,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OWNER GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9169,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OWNER KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9170,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OWNER NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9171,ABS,LDM,INVESTMENT MANAGER STRUCTURE,OWNER OPEN DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9172,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PARTY CHANNEL ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9173,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PARTY CHANNEL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9174,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON ASSOCIATION ROLE,,,Attribute,List of associated person current person = person_id associated person = person_trg_id / (ABS Field Type Avaloq Code Table),,,
9175,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON ASSOCIATION ROLE ID,,,Attribute,Person Association Role / (ABS Field Type Avaloq Code Table),,,
9176,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON ASSOCIATION ROLE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9177,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON EXTERNAL ID,,,Attribute,(ABS Field Type LDM Object),,,
9178,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON HAS TFN,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9179,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON ID,,,Attribute,(ABS Field Type LDM Object),,,
9180,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9181,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON MODIFICATION SEQUENCE NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9182,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON TYPE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9183,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PERSON TYPE NAME,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9184,ABS,LDM,INVESTMENT MANAGER STRUCTURE,PLANNER ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9185,ABS,LDM,INVESTMENT MANAGER STRUCTURE,SA TFN EXEMPTION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9186,ABS,LDM,INVESTMENT MANAGER STRUCTURE,SAFI DEVICE,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
