Source System Name,Source Instance Name,Source Entity Name,Source Attribute Name,Target System Name,Target Instance Name,Target Entity Name,Target Attribute Name,Attribute Description,Business Rule,Transformation_Mapping rule,Comments,Mapping Name,Action,Last_Update_Date,Modified_By
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,ISACTIVE,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /auditContext ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,LEVEL,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /serviceStatus /statusInfo,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /serviceStatus /statusInfo ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,LOCALNUMBER,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /hasAddress,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /hasAddress||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,SOURCESYSTEM,System in which identifier was generated | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /involvedPartyIdentifier,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /involvedPartyIdentifier ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,USAGE,The usage of the communication address.  | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /auditContext ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,VERSIONNUMBER,Modification number of the phone address | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasPhoneAddressContactMethod /auditContext ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,AREACODE,Area code | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress|New Value|Same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,CONTACTMEDIUM,Type of Medium for communication| like Mobile etc. | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress|Same as Retrieve|Same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,CONTACTMETHODID,It is the Unique Id provided by UCM at the time of retrieving record and need to be provided the same record at the time of modification | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /internalIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /internalIdentifier|NA|Mandatory and should match contactmethodid from Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,COUNTRYCODE,Country code | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress|New Value|Same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,ISACTIVE,| XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /auditContext,Direct,"XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /auditContext|""true""|""false""",,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,LASTUPATETIMESTAMP,| XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /auditContext,Direct,"XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /auditContext|""MM/DD/YYYY HH:mm:ss""|""MM/DD/YYYY HH:mm:ss""",,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,LOCALNUMBER,Local Number | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasAddress|New Value|Same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,REQUESTEDACTION,Type of action performed | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasOldValues,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /hasOldValues||Delete,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,SEQUENCENUMBER,It s the unique id given to each occurance of the address | XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /rowSetIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /rowSetIdentifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,USAGEID,| XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /internalIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /internalIdentifier|UI Value                         GESB Value Mobile                              OTH Home phone                  HOM Work phone                   WRK Other phone                  OTH|UI Value                         GESB Value Mobile                              OTH Home phone                  HOM Work phone                   WRK Other phone                  OTH,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,BUSINESS PHONE,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,VERSIONNUMBER,| XPATH: /maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /auditContext,Direct,XPATH:/maintainIPContactMethodsRequest /hasPhoneAddressContactMethod /auditContext|NA|Mandatory and same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,EMAILADDRESS,The email address | XPATH: retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /hasAddress,Direct,XPATH:retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /hasAddress||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,ENDDATE,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,ISACTIVE,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,PRIORITYLEVEL,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,USAGE,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,VALIDITYSTATUS,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,VERSIONNUMBER,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext,Direct,XPATH:/retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasEmailAddressContactMethod /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,CONTACTMETHODID,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /internalIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /internalIdentifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,EMAILADDRESS,"Sample value: ""abc@gmail.com""  | XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /hasAddress",Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /hasAddress|New value|Same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,ENDDATE,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier|NA|Current system timestamp,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,IDENTIFICATIONSCHEME,This field will identify key type | XPATH: /maintainIPContactMethodsRequest /involvedPartyIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /involvedPartyIdentifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,INVOLVEDPARTYID,Actual Key Value | XPATH: /maintainIPContactMethodsRequest /involvedPartyIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /involvedPartyIdentifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,INVOLVEDPARTYTYPE,Provide if the request is for Individual or Organisation | XPATH: /maintainIPContactMethodsRequest,Direct,XPATH:/maintainIPContactMethodsRequest||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,ISACTIVE,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier,Direct,"XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier|""true""|""false""",,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,LASTUPATETIMESTAMP,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /auditContext,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,PRIORITYLEVEL,Fixed values:  It is enumeration contains a list   Primary | XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier|Same value needs to be passed if retrieved|Same value needs to be passed if retrieved,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,REQUESTEDACTION,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,SEQUENCENUMBER,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,STARTDATE,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier|Current system timestamp|NA,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,USAGEID,Address usage | XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /internalIdentifier,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /internalIdentifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,VALIDITYSTATUS,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier,Direct,"XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod /alternativeIdentifier|""C""|Same as Retrieve",,,,,
Visual Map,Default,PERSON DETAILS_UPDATE CONTACT DETAILS,SECONDARY EMAIL,GESB,IFS,SVC0418_MAINTAINTIPCONTACTMETHODS_V1_REQUEST,VERSIONNUMBER,| XPATH: /maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /auditContext,Direct,XPATH:/maintainIPContactMethodsRequest /hasEmailAddressContactMethod/hasOldValues /auditContext||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,ALTERNATENAMESACTIVEFLAG,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter /positionFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,IDENTIFICATIONSCHEME,Scheme used in generating the identifier.  | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyIdentifier,Direct,|Scheme used in generating the identifier. ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDEALTERNATENAMES,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter /positionFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDEAMLCHARACTERISTIC,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter /positionFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDEARRANGEMENTS,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDECHARACTERISTICS,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDECOMMUNICATIONADDRESSES,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDECROSSREFERENCES,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter /positionFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDEDEMOGRAPHICS,Flags with Include tag should always be passed | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter,Direct,|Flags with Include tag should always be passed||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDEPOSITION,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INCLUDEPOSTALADDRESSES,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyEntityFilter,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,INVOLVEDPARTYID,Involved Partys identifier.  | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyIdentifier,Direct,|Involved Partys identifier. ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,ROLETYPE,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /individualInvolvedPartyRole,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_REQUEST,SOURCESYSTEM,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsRequest /involvedPartyIdentifier,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,CODE,000|00000 | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /serviceStatus /statusInfo,Direct,The code value displays whether the request is successful or not.|000|00000||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,ENDDATE,The date at which the name was deleted | XPATH: retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName,Direct,|The date at which the name was deleted||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,ISACTIVE,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName /auditContext,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,ISPREFERRED,This flag indicates whether the alternate name is preferred or not | XPATH: retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName,Direct,|This flag indicates whether the alternate name is preferred or not||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,LASTUPDATETIMESTAMP,| XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName /auditContext,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,LEVEL,Success | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /serviceStatus /statusInfo,Direct,"Level retrieves back the Success or Error scenario. If value other than ""Success"" UI should send Error 344 |Success||",,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,NAME,Alternate name for individual | XPATH: retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName,Direct,|Alternate name for individual||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,NOALTERNATENAME,This flag indicates whether the user has alternate name or not. If there is no alternate name existing for the client then only this flag will be received and not the above details. | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual,Direct,|This flag indicates whether the user has alternate name or not. If there is no alternate name existing for the client then only this flag will be received and not the above details.||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,STARTDATE,The date at which the name was added/modified | XPATH: retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName,Direct,|The date at which the name was added/modified||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0258_RETRIEVEDETAILSANDARRANGEMENTRELATIONSHIPSFORIPS_V10_RESPONSE,VERSIONNUMBER,Modification sequence number | XPATH: /retrieveDetailsAndArrangementRelationshipsForIPsResponse /individual /hasForName /hasAlternateName /auditContext,Direct,Mandatory to provide at the time of modification|Modification sequence number||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,ENDDATE,The date at which the name was deleted | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName,Direct,|The date at which the name was deleted|N/A|Current date,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,IDENTIFICATIONSCHEME,Scheme used in generating the identifier | XPATH: /modifyIndividualCustomerRequest /individual /involvedPartyIdentifier,Direct,The CIS key should match with the CIS key which has been received as part of Retrieve|Scheme used in generating the identifier||,,,,,
